Action;Type;DoType;DoEntete;DE_No;DoDomaine;AR_Ref;Qte;Prix;Remise;Montant;Date;User;cbMarq;tables;cbCreateur
ajout_ligne;;23;MT0003314;0;2;ETK10194;3.0;0;0;0;2021-02-07 08:49:42;58;340903;F_DOCLIGNE;58;2021-02-07
ajout_ligne;Artstock;;;1;;ETK10194;30.000000;;;35131.500000;2021-02-07 08:49:42;;41386;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;1;;ETK10194;33.000000;;;38644.650000;2021-02-07 08:49:42;;41386;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10194;7.000000;;;8197.350000;2021-02-07 08:49:43;;41535;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10194;10.000000;;;11710.500000;2021-02-07 08:49:43;;41535;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-07 08:49:43;58;;F_DOCLIGNE;;
suppr_ligne;;42;MT0003313;4;4;ETK10194;3.000000;3513.150000;.000000;3513.150000;2021-02-07 08:49:43;58;340901;F_DOCLIGNE;58  ;2021-02-07 00:00:00
ajout_ligne;;42;MT0003315;0;4;985965;2.00;0;0;0;2021-02-07 08:51:33;58;340904;F_DOCLIGNE;58;2021-02-07
ajout_ligne;Artstock;;;4;;985965;13.000000;;;12888.980000;2021-02-07 08:51:33;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;985965;11.000000;;;10906.060000;2021-02-07 08:51:33;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0003316;0;2;985965;2.0;0;0;0;2021-02-07 08:54:15;58;340905;F_DOCLIGNE;58  ;2021-02-07
ajout_ligne;Artstock;;;4;;985965;11.000000;;;10906.060000;2021-02-07 08:54:15;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;985965;9.000000;;;8923.140000;2021-02-07 08:54:15;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0003316;0;2;985965;2.0;0;0;0;2021-02-07 08:54:15;58;340906;F_DOCLIGNE;58;2021-02-07
ajout_ligne;Artstock;;;1;;985965;620.000000;;;614705.200000;2021-02-07 08:54:15;;3013;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;1;;985965;622.000000;;;616688.120000;2021-02-07 08:54:15;;3013;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;985965;9.000000;;;8923.140000;2021-02-07 08:54:16;;6177;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;985965;11.000000;;;10906.060000;2021-02-07 08:54:16;;6177;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-07 08:54:16;58;;F_DOCLIGNE;;
suppr_ligne;;42;MT0003315;4;4;985965;2.000000;1982.920000;.000000;1982.920000;2021-02-07 08:54:16;58;340904;F_DOCLIGNE;58  ;2021-02-07 00:00:00
ajout_ligne;;42;MT0003318;0;4;030910010;3.00;0;0;0;2021-02-07 08:56:07;58;340907;F_DOCLIGNE;58;2021-02-07
ajout_ligne;Artstock;;;4;;030910010;5.000000;;;5069.850000;2021-02-07 08:56:07;;24868;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;030910010;2.000000;;;2027.940000;2021-02-07 08:56:08;;24868;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0003319;0;2;030910010;3.0;0;0;0;2021-02-07 08:56:20;58;340908;F_DOCLIGNE;58  ;2021-02-07
ajout_ligne;Artstock;;;4;;030910010;2.000000;;;2027.940000;2021-02-07 08:56:20;;24868;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;030910010;-1.000000;;;.000000;2021-02-07 08:56:21;;24868;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0003319;0;2;030910010;3.0;0;0;0;2021-02-07 08:56:21;58;340909;F_DOCLIGNE;58;2021-02-07
ajout_ligne;Artstock;;;1;;030910010;103.000000;;;104438.910000;2021-02-07 08:56:21;;24770;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;030910010;106.000000;;;107480.820000;2021-02-07 08:56:21;;24770;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0003320;0;2;030910010;1;0;0;0;2021-02-07 08:56:21;58;340910;F_DOCLIGNE;58  ;2021-02-07
ajout_ligne;Artstock;;;1;;030910010;106.000000;;;107480.820000;2021-02-07 08:56:21;;24770;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;030910010;105.000000;;;106466.850000;2021-02-07 08:56:21;;24770;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0003320;0;2;030910010;1;0;0;0;2021-02-07 08:56:21;58;340911;F_DOCLIGNE;58;2021-02-07
ajout_ligne;Artstock;;;4;;030910010;-1.000000;;;.000000;2021-02-07 08:56:21;;24868;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;030910010;.000000;;;1013.970000;2021-02-07 08:56:21;;24868;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;030910010;.000000;;;1013.970000;2021-02-07 08:56:22;;24868;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;030910010;3.000000;;;4055.880000;2021-02-07 08:56:22;;24868;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-07 08:56:22;58;;F_DOCLIGNE;;
suppr_ligne;;42;MT0003318;4;4;030910010;3.000000;3041.910000;.000000;3041.910000;2021-02-07 08:56:22;58;340907;F_DOCLIGNE;58  ;2021-02-07 00:00:00
ajout_ligne;;42;MT0003321;0;4;170930;2.00;0;0;0;2021-02-11 23:09:11;58;340912;F_DOCLIGNE;58;2021-02-11
ajout_ligne;Artstock;;;4;;170930;5.000000;;;57100.550000;2021-02-11 23:09:11;;29986;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;4;;170930;3.000000;;;34260.330000;2021-02-11 23:09:11;;29986;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007519;0;2;170930;2.0;0;0;0;2021-02-12 00:08:18;58;340913;F_DOCLIGNE;58  ;2021-02-11
ajout_ligne;Artstock;;;4;;170930;3.000000;;;34260.330000;2021-02-12 00:08:18;;29986;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;170930;1.000000;;;11420.110000;2021-02-12 00:08:18;;29986;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007519;0;2;170930;2.0;0;0;0;2021-02-12 00:08:18;58;340914;F_DOCLIGNE;58;2021-02-11
ajout_ligne;Artstock;;;1;;170930;9.000000;;;102780.990000;2021-02-12 00:08:18;;28688;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;1;;170930;11.000000;;;125621.210000;2021-02-12 00:08:18;;28688;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007520;0;2;170930;1;0;0;0;2021-02-12 00:08:19;58;340915;F_DOCLIGNE;58  ;2021-02-11
ajout_ligne;Artstock;;;1;;170930;11.000000;;;125621.210000;2021-02-12 00:08:19;;28688;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;170930;10.000000;;;114201.100000;2021-02-12 00:08:19;;28688;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007520;0;2;170930;1;0;0;0;2021-02-12 00:08:19;58;340916;F_DOCLIGNE;58;2021-02-11
ajout_ligne;Artstock;;;4;;170930;1.000000;;;11420.110000;2021-02-12 00:08:19;;29986;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;170930;2.000000;;;22840.220000;2021-02-12 00:08:19;;29986;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;170930;2.000000;;;22840.220000;2021-02-12 00:08:19;;29986;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;170930;4.000000;;;45680.440000;2021-02-12 00:08:19;;29986;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-12 00:08:19;58;;F_DOCLIGNE;;
suppr_ligne;;42;MT0003321;4;4;170930;2.000000;22840.220000;.000000;22840.220000;2021-02-12 00:08:19;58;340912;F_DOCLIGNE;58  ;2021-02-11 00:00:00
ajout_ligne;;23;MT0007518;0;2;985965;1.0;0;0;0;2021-02-12 00:16:39;20;339678;F_DOCLIGNE;20  ;2021-02-07
ajout_ligne;Artstock;;;2;;985965;351.000000;;;348002.460000;2021-02-12 00:16:40;;1871;F_ARTSTOCK;25  ;NULL
ajout_ligne;Artstock;;;2;;985965;350.000000;;;347011.000000;2021-02-12 00:16:41;;1871;F_ARTSTOCK;20  ;NULL
ajout_ligne;;23;MT0007518;0;2;985965;1.0;0;0;0;2021-02-12 00:16:44;20;339679;F_DOCLIGNE;20;2021-02-07
ajout_ligne;Artstock;;;7;;985965;837.000000;;;829852.020000;2021-02-12 00:16:44;;15594;F_ARTSTOCK;25  ;NULL
ajout_ligne;Artstock;;;7;;985965;838.000000;;;830843.480000;2021-02-12 00:16:45;;15594;F_ARTSTOCK;20  ;NULL
ajout_ligne;;23;MT0007518;0;2;A9N21450;5.0;0;0;0;2021-02-12 00:16:48;20;339680;F_DOCLIGNE;20  ;2021-02-07
ajout_ligne;Artstock;;;2;;A9N21450;32.000000;;;939840.000000;2021-02-12 00:16:49;;36789;F_ARTSTOCK;25  ;NULL
ajout_ligne;Artstock;;;2;;A9N21450;27.000000;;;792990.000000;2021-02-12 00:16:49;;36789;F_ARTSTOCK;20  ;NULL
ajout_ligne;;23;MT0007518;0;2;A9N21450;5.0;0;0;0;2021-02-12 00:16:52;20;339681;F_DOCLIGNE;20;2021-02-07
ajout_ligne;Artstock;;;7;;A9N21450;16.000000;;;469920.000000;2021-02-12 00:16:53;;36882;F_ARTSTOCK;25  ;NULL
ajout_ligne;Artstock;;;7;;A9N21450;21.000000;;;616770.000000;2021-02-12 00:16:54;;36882;F_ARTSTOCK;20  ;NULL
ajout_ligne;;23;MT0007518;0;2;S265206;1.0;0;0;0;2021-02-12 00:16:56;20;339682;F_DOCLIGNE;20  ;2021-02-07
ajout_ligne;Artstock;;;2;;S265206;-1.000000;;;.000000;2021-02-12 00:16:58;;1357;F_ARTSTOCK;25  ;NULL
ajout_ligne;Artstock;;;2;;S265206;-2.000000;;;.000000;2021-02-12 00:16:58;;1357;F_ARTSTOCK;20  ;NULL
ajout_ligne;;23;MT0007518;0;2;S265206;1.0;0;0;0;2021-02-12 00:17:01;20;339683;F_DOCLIGNE;20;2021-02-07
ajout_ligne;Artstock;;;7;;S265206;1.000000;;;1761.000000;2021-02-12 00:17:02;;49515;F_ARTSTOCK;25  ;NULL
ajout_ligne;Artstock;;;7;;S265206;2.000000;;;3522.000000;2021-02-12 00:17:03;;49515;F_ARTSTOCK;20  ;NULL
suppr;Artstock;;;2;;985965;350.000000;;;347011.000000;2021-02-12 00:17:06;;1871;F_ARTSTOCK;20  ;NULL
suppr;Artstock;;;2;;985965;351.000000;;;348002.460000;2021-02-12 00:17:06;;1871;F_ARTSTOCK;20  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-12 00:17:07;20;;F_DOCLIGNE;;
suppr_ligne;;42;MT0007510;2;4;985965;1.000000;991.460000;.000000;991.460000;2021-02-12 00:17:07;20;339658;F_DOCLIGNE;20  ;2021-02-07 00:00:00
suppr;Artstock;;;2;;A9N21450;27.000000;;;792990.000000;2021-02-12 00:17:10;;36789;F_ARTSTOCK;20  ;NULL
suppr;Artstock;;;2;;A9N21450;32.000000;;;939840.000000;2021-02-12 00:17:11;;36789;F_ARTSTOCK;20  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-12 00:17:11;20;;F_DOCLIGNE;;
suppr_ligne;;42;MT0007510;2;4;A9N21450;5.000000;146850.000000;.000000;146850.000000;2021-02-12 00:17:12;20;339659;F_DOCLIGNE;20  ;2021-02-07 00:00:00
suppr;Artstock;;;2;;S265206;-2.000000;;;.000000;2021-02-12 00:17:15;;1357;F_ARTSTOCK;20  ;NULL
suppr;Artstock;;;2;;S265206;-1.000000;;;1761.000000;2021-02-12 00:17:16;;1357;F_ARTSTOCK;20  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-02-12 00:17:16;20;;F_DOCLIGNE;;
suppr_ligne;;42;MT0007510;2;4;S265206;1.000000;1761.000000;.000000;1761.000000;2021-02-12 00:17:16;20;339660;F_DOCLIGNE;20  ;2021-02-07 00:00:00
ajout_ligne;;42;MT0007521;0;4;050383;9.00;0;0;0;2021-02-13 12:18:42;25;340917;F_DOCLIGNE;25;2021-02-13
ajout_ligne;Artstock;;;7;;050383;309.000000;;;411856.930000;2021-02-13 12:18:42;;23611;F_ARTSTOCK;56  ;NULL
ajout_ligne;Artstock;;;7;;050383;300.000000;;;399861.100000;2021-02-13 12:18:42;;23611;F_ARTSTOCK;25  ;NULL
ajout_ligne;;23;MT0007522;0;2;050383;9.0;0;0;0;2021-02-13 12:29:55;29;340918;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;300.000000;;;399861.100000;2021-02-13 12:29:55;;23611;F_ARTSTOCK;25  ;NULL
ajout_ligne;Artstock;;;7;;050383;291.000000;;;387865.270000;2021-02-13 12:29:55;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007522;0;2;050383;9.0;0;0;0;2021-02-13 12:29:55;29;340919;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;41.000000;;;54658.740000;2021-02-13 12:29:55;;23504;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;4;;050383;50.000000;;;66654.570000;2021-02-13 12:29:55;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007523;0;2;050383;9.0;0;0;0;2021-02-13 12:30:10;29;340920;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;291.000000;;;387865.270000;2021-02-13 12:30:10;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;282.000000;;;375869.440000;2021-02-13 12:30:10;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007523;0;2;050383;9.0;0;0;0;2021-02-13 12:30:10;29;340921;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;50.000000;;;66654.570000;2021-02-13 12:30:10;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;59.000000;;;78650.400000;2021-02-13 12:30:10;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007524;0;2;050383;9.0;0;0;0;2021-02-13 12:38:59;29;340922;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;282.000000;;;375869.440000;2021-02-13 12:38:59;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;273.000000;;;363873.610000;2021-02-13 12:38:59;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007524;0;2;050383;9.0;0;0;0;2021-02-13 12:38:59;29;340923;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;59.000000;;;78650.400000;2021-02-13 12:39:00;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;68.000000;;;90646.230000;2021-02-13 12:39:00;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007525;0;2;050383;9.0;0;0;0;2021-02-13 12:39:40;29;340924;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;273.000000;;;363873.610000;2021-02-13 12:39:40;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;264.000000;;;351877.780000;2021-02-13 12:39:40;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007525;0;2;050383;9.0;0;0;0;2021-02-13 12:39:40;29;340925;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;68.000000;;;90646.230000;2021-02-13 12:39:40;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;77.000000;;;102642.060000;2021-02-13 12:39:41;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007526;0;2;050383;9.0;0;0;0;2021-02-13 12:43:46;29;340926;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;264.000000;;;351877.780000;2021-02-13 12:43:46;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;255.000000;;;339881.950000;2021-02-13 12:43:46;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007526;0;2;050383;9.0;0;0;0;2021-02-13 12:43:47;29;340927;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;77.000000;;;102642.060000;2021-02-13 12:43:47;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;86.000000;;;114637.890000;2021-02-13 12:43:47;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007527;0;2;050383;9.0;0;0;0;2021-02-13 12:47:04;29;340928;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;255.000000;;;339881.950000;2021-02-13 12:47:04;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:47:05;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007527;0;2;050383;9.0;0;0;0;2021-02-13 12:47:05;29;340929;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;86.000000;;;114637.890000;2021-02-13 12:47:05;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:47:05;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:48:33;29;340930;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:48:34;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:48:34;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:48:34;29;340931;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:48:34;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:48:34;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:48:54;29;340932;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:48:54;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:48:54;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:48:54;29;340933;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:48:54;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:48:54;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:49:04;29;340934;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:49:04;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:49:04;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:49:04;29;340935;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:49:04;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:49:04;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:49:41;29;340936;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:49:41;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:49:41;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:49:41;29;340937;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:49:41;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:49:41;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:50:07;29;340938;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:50:07;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:50:07;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:50:08;29;340939;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:50:08;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:50:08;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:54:11;29;340940;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:54:11;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:54:11;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:54:12;29;340941;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:54:12;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:54:12;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:54:34;29;340942;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:54:34;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:54:34;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:54:34;29;340943;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:54:35;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:54:35;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:55:18;29;340944;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:55:18;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:55:18;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:55:18;29;340945;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:55:18;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:55:19;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:57:59;29;340946;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:57:59;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:57:59;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:58:00;29;340947;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:58:00;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:58:00;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:58:32;29;340948;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:58:32;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:58:32;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:58:32;29;340949;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:58:32;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:58:33;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:59:23;29;340950;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 12:59:23;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 12:59:23;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 12:59:23;29;340951;F_DOCLIGNE;29;2021-02-13
ajout_ligne;Artstock;;;4;;050383;95.000000;;;126633.720000;2021-02-13 12:59:23;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;4;;050383;104.000000;;;138629.550000;2021-02-13 12:59:23;;23504;F_ARTSTOCK;29  ;NULL
ajout_ligne;;23;MT0007528;0;2;050383;9.0;0;0;0;2021-02-13 13:01:38;29;340952;F_DOCLIGNE;25  ;2021-02-13
ajout_ligne;Artstock;;;7;;050383;246.000000;;;327886.120000;2021-02-13 13:01:38;;23611;F_ARTSTOCK;29  ;NULL
ajout_ligne;Artstock;;;7;;050383;237.000000;;;315890.290000;2021-02-13 13:01:39;;23611;F_ARTSTOCK;29  ;NULL
