Action;Type;DoType;DoEntete;DE_No;DoDomaine;AR_Ref;Qte;Prix;Remise;Montant;Date;User;cbMarq;tables;cbCreateur
ajout_ligne;Vente;6;FVSI06853;2;0;030910010;1.00;1800.00;0;1800.00;2021-01-30 14:41:51;58;340843;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;030910010;104.000000;;;105452.830000;2021-01-30 14:41:51;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;030910010;103.000000;;;104438.860000;2021-01-30 14:41:51;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Vente;6;FVSI06853;2;0;030910010;1.00;1800.00;0;1800.00;2021-01-30 14:42:21;58;340844;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;030910010;104.000000;;;105452.830000;2021-01-30 14:42:21;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;030910010;103.000000;;;104438.860000;2021-01-30 14:42:21;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Vente;6;FVSI06853;2;0;030910010;1.00;1800.00;0;1800.00;2021-01-30 14:45:16;58;340845;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;030910010;104.000000;;;105452.830000;2021-01-30 14:45:16;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;030910010;103.000000;;;104438.860000;2021-01-30 14:45:16;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Vente;6;FVSI06853;2;0;030910010;1.00;1800.00;0;1800.00;2021-01-30 14:46:33;58;340846;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;030910010;104.000000;;;105452.830000;2021-01-30 14:46:33;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;030910010;103.000000;;;104438.860000;2021-01-30 14:46:33;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Vente;6;FVSI06853;2;0;030910010;1.00;1800.00;0;1800.00;2021-01-30 14:54:14;58;340847;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;030910010;103.000000;;;104438.860000;2021-01-30 14:54:14;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;030910010;102.000000;;;103424.890000;2021-01-30 14:54:14;;24854;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007513;0;2;ETK10198E;1.00;0;0;0;2021-01-30 14:55:01;58;340848;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;4;;ETK10198E;4.000000;;;2527.640000;2021-01-30 14:55:01;;41546;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;ETK10198E;3.000000;;;1895.730000;2021-01-30 14:55:01;;41546;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007513;0;2;ETK10198E;1.00;0;0;0;2021-01-30 14:55:02;58;340849;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;ETK10198E;.000000;;;2770.920000;2021-01-30 14:55:02;;41526;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;ETK10198E;1.000000;;;3402.830000;2021-01-30 14:55:02;;41526;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007513;0;2;30910009;1.00;0;0;0;2021-01-30 14:58:36;58;340850;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;4;;30910009;105.000000;;;80570.500000;2021-01-30 14:58:36;;34483;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;4;;30910009;104.000000;;;79803.160000;2021-01-30 14:58:36;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007513;0;2;30910009;1.00;0;0;0;2021-01-30 14:58:36;58;340851;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;30910009;21.000000;;;17738.700000;2021-01-30 14:58:36;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;30910009;22.000000;;;18506.040000;2021-01-30 14:58:36;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007513;0;2;985965;2.00;0;0;0;2021-01-30 15:00:22;58;340852;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;4;;985965;13.000000;;;12888.980000;2021-01-30 15:00:22;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;985965;11.000000;;;10906.060000;2021-01-30 15:00:22;;6177;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007513;0;2;985965;2.00;0;0;0;2021-01-30 15:00:22;58;340853;F_DOCLIGNE;58;2021-01-30
ajout_ligne;Artstock;;;2;;985965;352.000000;;;348993.920000;2021-01-30 15:00:22;;1871;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;2;;985965;354.000000;;;350976.840000;2021-01-30 15:00:22;;1871;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;985965;11.000000;;;10906.060000;2021-01-30 15:10:25;;6177;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;985965;13.000000;;;12888.980000;2021-01-30 15:10:25;;6177;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007513;2;2;985965;2.000000;1982.920000;.000000;1982.920000;2021-01-30 15:10:25;58;340853;F_DOCLIGNE;58  ;2021-01-30 00:00:00
suppr_ligne;;23;MT0007513;4;2;985965;2.000000;1982.920000;.000000;1982.920000;2021-01-30 15:10:25;58;340852;F_DOCLIGNE;58  ;2021-01-30 00:00:00
suppr;Artstock;;;4;;30910009;104.000000;;;79803.160000;2021-01-30 15:11:13;;34483;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910009;105.000000;;;80570.500000;2021-01-30 15:11:13;;34483;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007513;2;2;30910009;1.000000;767.340000;.000000;767.340000;2021-01-30 15:11:13;58;340851;F_DOCLIGNE;58  ;2021-01-30 00:00:00
suppr_ligne;;23;MT0007513;4;2;30910009;1.000000;767.340000;.000000;767.340000;2021-01-30 15:11:13;58;340850;F_DOCLIGNE;58  ;2021-01-30 00:00:00
suppr_ligne;Vente;6;FVSI06853;2;0;030910010;1.000000;1800.000000;.000000;1800.000000;2021-01-30 15:11:29;58;340846;F_DOCLIGNE;58  ;2021-01-30 00:00:00
suppr_ligne;Artstock;;;2;;030910010;102.000000;;;103424.890000;2021-01-30 15:11:29;;24854;F_ARTSTOCK;58  ;NULL
suppr_ligne;Artstock;;;2;;030910010;103.000000;;;104438.860000;2021-01-30 15:11:29;;24854;F_ARTSTOCK;58  ;NULL
Ajout Règlement;;;;;;;;;;45000.00;2021-01-30 17:31:09;58;67821;F_ARTSTOCK;58;2021-01-30
Ajout Règlement;;;;;;;;;;54000.00;2021-01-30 17:31:32;58;67822;F_ARTSTOCK;58;2021-01-30
Ajout Règlement;;;;;;;;;;56000.00;2021-01-30 17:31:57;58;67823;F_ARTSTOCK;58;2021-01-30
Ajout Règlement;;;;;;;;;;76000.00;2021-01-30 17:32:21;58;67824;F_ARTSTOCK;58;2021-01-30
ajout_ligne;;23;MT0007514;0;2;30910009;4.00;0;0;0;2021-01-31 23:07:48;58;340854;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;30910009;104.000000;;;79803.160000;2021-01-31 23:07:48;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;100.000000;;;76733.800000;2021-01-31 23:07:48;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;30910009;4.00;0;0;0;2021-01-31 23:07:48;58;340855;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;30910009;22.000000;;;18506.040000;2021-01-31 23:07:48;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;30910009;26.000000;;;21575.400000;2021-01-31 23:07:48;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;30910027;5.00;0;0;0;2021-01-31 23:07:57;58;340856;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;30910027;50.000000;;;48350.000000;2021-01-31 23:07:57;;38942;F_ARTSTOCK;COLU;NULL
ajout_ligne;Artstock;;;4;;30910027;45.000000;;;43515.000000;2021-01-31 23:07:57;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;30910027;5.00;0;0;0;2021-01-31 23:07:57;58;340857;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;30910027;3.000000;;;2901.000000;2021-01-31 23:07:57;;38900;F_ARTSTOCK;26  ;NULL
ajout_ligne;Artstock;;;2;;30910027;8.000000;;;7736.000000;2021-01-31 23:07:57;;38900;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;AT240E;7.00;0;0;0;2021-01-31 23:08:13;58;340858;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;AT240E;27.000000;;;37524.060000;2021-01-31 23:08:13;;41315;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:08:13;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;AT240E;7.00;0;0;0;2021-01-31 23:08:13;58;340859;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;AT240E;.000000;;;.000000;2021-01-31 23:08:13;;41294;F_ARTSTOCK;26  ;NULL
ajout_ligne;Artstock;;;2;;AT240E;7.000000;;;9728.460000;2021-01-31 23:08:13;;41294;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;30910027;4.00;0;0;0;2021-01-31 23:43:43;58;340860;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;30910027;45.000000;;;43515.000000;2021-01-31 23:43:44;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;41.000000;;;39647.000000;2021-01-31 23:43:44;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;30910027;4.00;0;0;0;2021-01-31 23:43:44;58;340861;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;30910027;8.000000;;;7736.000000;2021-01-31 23:43:44;;38900;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;30910027;12.000000;;;11604.000000;2021-01-31 23:43:44;;38900;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;120922;1.00;0;0;0;2021-01-31 23:44:47;58;340862;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;120922;2.000000;;;20000.000000;2021-01-31 23:44:47;;49522;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;4;;120922;1.000000;;;10000.000000;2021-01-31 23:44:47;;49522;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;120922;1.00;0;0;0;2021-01-31 23:44:47;58;340863;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;120922;.000000;;;.000000;2021-01-31 23:44:47;;1316;F_ARTSTOCK;COLS;NULL
ajout_ligne;Artstock;;;2;;120922;1.000000;;;10000.000000;2021-01-31 23:44:47;;1316;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;ETK10181;1.00;0;0;0;2021-01-31 23:45:48;58;340864;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-01-31 23:45:48;;41551;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;4;;ETK10181;14.000000;;;30980.880000;2021-01-31 23:45:48;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;ETK10181;1.00;0;0;0;2021-01-31 23:45:48;58;340865;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;ETK10181;15.000000;;;33193.800000;2021-01-31 23:45:48;;41529;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;2;;ETK10181;16.000000;;;35406.720000;2021-01-31 23:45:48;;41529;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;AT240E;1.00;0;0;0;2021-01-31 23:47:21;58;340866;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:47:21;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:47:21;;41315;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;AT240E;1.00;0;0;0;2021-01-31 23:47:21;58;340867;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;AT240E;7.000000;;;9728.460000;2021-01-31 23:47:21;;41294;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;AT240E;8.000000;;;11118.240000;2021-01-31 23:47:21;;41294;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:49:22;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:49:23;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:49:23;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:49:23;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:49:37;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:49:37;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:49:37;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:49:37;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:49:46;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:49:46;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:49:46;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:49:46;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:50:07;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:50:07;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:07;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:07;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:50:19;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:50:19;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:19;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:19;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:50:32;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:50:32;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:32;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:32;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:50:40;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:50:41;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:41;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:41;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:50:46;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:50:46;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:46;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:46;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:50:53;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:50:54;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:54;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:54;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:50:59;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:50:59;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:59;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:50:59;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:51:30;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:51:31;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:51:31;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:51:31;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;AT240E;19.000000;;;26405.820000;2021-01-31 23:56:42;;41315;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;AT240E;20.000000;;;27795.600000;2021-01-31 23:56:42;;41315;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:56:42;58;340867;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;AT240E;1.000000;1389.780000;.000000;1389.780000;2021-01-31 23:56:42;58;340866;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr;Artstock;;;4;;ETK10181;14.000000;;;30980.880000;2021-01-31 23:57:46;;41551;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-01-31 23:57:46;;41551;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;MT0007514;2;2;ETK10181;1.000000;2212.920000;.000000;2212.920000;2021-01-31 23:57:46;58;340865;F_DOCLIGNE;58  ;2021-01-31 00:00:00
suppr_ligne;;23;MT0007514;4;2;ETK10181;1.000000;2212.920000;.000000;2212.920000;2021-01-31 23:57:46;58;340864;F_DOCLIGNE;58  ;2021-01-31 00:00:00
ajout_ligne;;23;MT0007514;0;2;ETK10198E;2.00;0;0;0;2021-01-31 23:58:21;58;340868;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;ETK10198E;3.000000;;;1895.730000;2021-01-31 23:58:21;;41546;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;ETK10198E;1.000000;;;631.910000;2021-01-31 23:58:21;;41546;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;ETK10198E;2.00;0;0;0;2021-01-31 23:58:22;58;340869;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;ETK10198E;1.000000;;;3402.830000;2021-01-31 23:58:22;;41526;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;ETK10198E;3.000000;;;4666.650000;2021-01-31 23:58:22;;41526;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;30910009;1.00;0;0;0;2021-01-31 23:58:57;58;340870;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;4;;30910009;100.000000;;;76733.800000;2021-01-31 23:58:57;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;99.000000;;;75966.460000;2021-01-31 23:58:57;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007514;0;2;30910009;1.00;0;0;0;2021-01-31 23:58:57;58;340871;F_DOCLIGNE;58;2021-01-31
ajout_ligne;Artstock;;;2;;30910009;26.000000;;;21575.400000;2021-01-31 23:58:57;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;30910009;27.000000;;;22342.740000;2021-01-31 23:58:57;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;Devis;0;DEA001024;4;0;AUTR002121;10.00;45000.;0;45000.;2021-02-01 09:18:19;58;340872;F_DOCLIGNE;58;2021-02-01
ajout_ligne;Devis;0;DES002612;1;0;ETK25925;1.00;2640.00;0;2640.00;2021-02-02 05:22:57;58;340873;F_DOCLIGNE;58;2021-02-02
ajout_ligne;Devis;0;DES002613;1;0;ETK25925;1.00;2640.00;0;2640.00;2021-02-02 05:25:30;58;340874;F_DOCLIGNE;58;2021-02-02
suppr_ligne;Devis;0;DES002612;1;0;ETK25925;1.000000;2640.000000;.000000;2640.000000;2021-02-02 06:22:05;58;340873;F_DOCLIGNE;58  ;2021-02-02 00:00:00
ajout_ligne;Vente;6;FVSI06854;2;0;000001C;5.00;4500.00;0;4500.00;2021-02-03 20:18:53;58;340875;F_DOCLIGNE;58;2021-02-03
ajout_ligne;Artstock;;;2;;000001C;4000.000000;;;20000000.000000;2021-02-03 20:18:53;;49523;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;000001C;3995.000000;;;19975000.000000;2021-02-03 20:18:53;;49523;F_ARTSTOCK;58  ;NULL
suppr_ligne;Vente;6;FVSI06854;2;0;000001C;5.000000;22500.000000;.000000;22500.000000;2021-02-03 20:18:59;58;340875;F_DOCLIGNE;58  ;2021-02-03 00:00:00
suppr_ligne;Artstock;;;2;;000001C;3995.000000;;;19975000.000000;2021-02-03 20:18:59;;49523;F_ARTSTOCK;58  ;NULL
suppr_ligne;Artstock;;;2;;000001C;4000.000000;;;20000000.000000;2021-02-03 20:18:59;;49523;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007515;0;2;30910009;1.00;0;0;0;2021-02-05 18:07:07;58;340876;F_DOCLIGNE;58;2021-02-05
ajout_ligne;Artstock;;;2;;30910009;27.000000;;;22342.740000;2021-02-05 18:07:07;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;30910009;26.000000;;;21515.230000;2021-02-05 18:07:07;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007515;0;2;30910009;1.00;0;0;0;2021-02-05 18:07:07;58;340877;F_DOCLIGNE;58;2021-02-05
ajout_ligne;Artstock;;;4;;30910009;99.000000;;;75966.460000;2021-02-05 18:07:07;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;100.000000;;;76793.970000;2021-02-05 18:07:07;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;42;1;0;4;30910009;7.00;0;0;0;2021-02-06 15:16:10;58;340878;F_DOCLIGNE;58;2021-02-06
ajout_ligne;Artstock;;;4;;30910009;100.000000;;;76793.970000;2021-02-06 15:16:11;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;93.000000;;;71418.390000;2021-02-06 15:16:11;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;42;1;0;4;030910010;1.00;0;0;0;2021-02-06 15:22:52;58;340879;F_DOCLIGNE;58;2021-02-06
ajout_ligne;Artstock;;;4;;030910010;9.000000;;;9125.730000;2021-02-06 15:22:52;;24868;F_ARTSTOCK;47  ;NULL
ajout_ligne;Artstock;;;4;;030910010;8.000000;;;8111.760000;2021-02-06 15:22:52;;24868;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;1;0;2;30910009;7.0;0;0;0;2021-02-06 19:30:23;58;340880;F_DOCLIGNE;58  ;2021-02-06
ajout_ligne;Artstock;;;4;;30910009;93.000000;;;71418.390000;2021-02-06 19:30:23;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910009;86.000000;;;66042.810000;2021-02-06 19:30:23;;34483;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;1;0;2;30910009;7.0;0;0;0;2021-02-06 19:30:23;58;340881;F_DOCLIGNE;58;2021-02-06
ajout_ligne;Artstock;;;2;;30910009;26.000000;;;21515.230000;2021-02-06 19:30:23;;34470;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;2;;30910009;33.000000;;;26890.810000;2021-02-06 19:30:23;;34470;F_ARTSTOCK;58  ;NULL
suppr_ligne;;23;1;2;2;30910009;7.0;5375.58;0;5375.58;2021-02-06 19:30:23;58;;F_DOCLIGNE;;2021-02-06
ajout_ligne;;23;1;0;2;30910009;7.0;0;0;0;2021-02-06 19:34:03;58;340882;F_DOCLIGNE;58  ;2021-02-06
